Type,Rating,Latitude,Longitude,Year,Magnitude,Mass,VEI
Meteor,1,-72.0,26.0,1988.0,,311.0,
Meteor,1,0.0,0.0,2009.0,,311.0,
Meteor,1,27.50361,3.67306,1991.0,,311.0,
Meteor,1,-71.5,35.66667,1979.0,,310.9,
Meteor,1,-85.16518,-94.54688,1991.0,,310.4,
Meteor,1,,,2003.0,,310.0,
Meteor,1,27.260559999999998,16.0075,1999.0,,310.0,
Meteor,1,19.67897,55.52115,2008.0,,310.0,
Meteor,1,0.0,0.0,2011.0,,310.0,
Meteor,1,0.0,0.0,2011.0,,310.0,
Meteor,1,-72.0,26.0,1988.0,,310.0,
Meteor,1,18.58667,54.39666999999999,2001.0,,310.0,
Meteor,1,-76.70139,159.35361,1979.0,,310.0,
Meteor,1,0.0,0.0,1998.0,,310.0,
Meteor,1,,,2005.0,,310.0,
Meteor,1,26.9195,16.657,2010.0,,310.0,
Meteor,1,-72.0,26.0,1988.0,,309.93,
Meteor,1,-84.35338,161.35777,1987.0,,309.7,
Meteor,1,-71.5,35.66667,1979.0,,309.55,
Meteor,1,-84.35363000000001,161.35933,1987.0,,309.4,
Meteor,1,,,2003.0,,309.3,
Meteor,1,,,2000.0,,309.0,
Meteor,1,0.0,0.0,2010.0,,309.0,
Meteor,1,18.797829999999998,54.40436999999999,2008.0,,309.0,
Meteor,1,-76.71667,159.66666999999998,1986.0,,309.0,
Meteor,1,,,,,309.0,
Meteor,1,0.0,0.0,1998.0,,309.0,
Meteor,1,0.0,0.0,2007.0,,309.0,
Meteor,1,,,1997.0,,309.0,
Meteor,1,19.2409,54.93694,2001.0,,309.0,
Meteor,1,33.28944,-102.54306,1980.0,,309.0,
Meteor,1,,,2004.0,,309.0,
Meteor,1,0.0,0.0,2006.0,,309.0,
Meteor,1,19.297520000000002,55.7829,2003.0,,308.9,
Meteor,1,-76.71667,159.66666999999998,1977.0,,308.8,
Meteor,1,0.0,0.0,2007.0,,308.7,
Meteor,1,-79.68333,159.75,1996.0,,308.7,
Meteor,1,-30.0,128.91666999999998,1969.0,,308.7,
Meteor,1,19.97493,56.4269,2005.0,,308.67,
Meteor,1,19.6262,56.509319999999995,2007.0,,308.65,
Meteor,1,18.66975,54.21358000000001,2009.0,,308.6,
Meteor,1,0.0,0.0,1998.0,,308.6,
Meteor,1,-85.63333,-68.7,2002.0,,308.6,
Meteor,1,,,2003.0,,308.5,
Meteor,1,,,2005.0,,308.5,
Meteor,1,-86.36667,-70.0,2002.0,,308.5,
Meteor,1,-76.18333,157.16666999999998,1987.0,,308.3,
Meteor,1,,,2002.0,,308.1,
Meteor,1,,,2005.0,,308.0,
Meteor,1,19.008670000000002,54.769619999999996,2000.0,,308.0,
Meteor,1,,,2001.0,,308.0,
Meteor,1,,,2004.0,,308.0,
Meteor,1,-84.25098,161.40332,1988.0,,308.0,
Meteor,1,18.17833,54.18167,2000.0,,308.0,
Meteor,1,-24.683329999999998,-69.76666999999999,2010.0,,308.0,
Meteor,1,18.635379999999998,54.73105,2000.0,,308.0,
Meteor,1,,,2002.0,,308.0,
Meteor,1,0.0,0.0,2005.0,,308.0,
Meteor,1,19.66607,55.651669999999996,2002.0,,307.8,
Meteor,1,35.23858,-117.02628,2003.0,,307.75,
Meteor,1,-76.18333,157.16666999999998,1987.0,,307.7,
Meteor,1,-71.5,35.66667,1982.0,,307.6600000000001,
Meteor,1,-84.60353,162.19455,1990.0,,307.6,
Meteor,1,20.51322,57.36756999999999,2002.0,,307.28,
Meteor,1,-72.0,26.0,1988.0,,307.28,
Meteor,1,,,1998.0,,307.13,
Meteor,1,0.0,0.0,2009.0,,307.0,
Meteor,1,19.09132,54.79465,2000.0,,307.0,
Meteor,1,28.854,12.52233,1999.0,,307.0,
Meteor,1,,,1999.0,,307.0,
Meteor,1,27.862170000000003,15.87967,1997.0,,307.0,
Meteor,1,-72.0,26.0,1988.0,,307.0,
Meteor,1,,,2007.0,,307.0,
Meteor,1,-25.4425,-69.871167,2008.0,,307.0,
Meteor,1,,,2005.0,,307.0,
Meteor,1,27.8,4.46667,1989.0,,307.0,
Meteor,1,27.12833,16.209670000000003,1997.0,,307.0,
Meteor,1,27.42717,16.33383,1998.0,,307.0,
Meteor,1,21.04361,57.0175,2000.0,,306.9,
Meteor,1,-72.0,26.0,1988.0,,306.84,
Meteor,1,20.06035,56.949180000000005,2002.0,,306.69,
Meteor,1,0.0,0.0,2012.0,,306.46,
Meteor,1,-76.27776,157.14855,1987.0,,306.4,
Meteor,1,,,2005.0,,306.3,
Meteor,1,-72.0,26.0,1988.0,,306.21,
Meteor,1,,,1998.0,,306.15,
Meteor,1,,,2005.0,,306.1,
Meteor,1,-76.77389000000001,159.27722,1980.0,,306.0,
Meteor,1,21.12538,55.52697,2010.0,,305.98,
Meteor,1,-72.0,26.0,1988.0,,305.9700000000001,
Meteor,1,-84.0,168.0,1997.0,,305.9,
Meteor,1,-76.27428,156.51289,1987.0,,305.7,
Meteor,1,-71.5,35.66667,1979.0,,305.6600000000001,
Meteor,1,,,,,305.6,
Meteor,1,64.43333,21.2,1954.0,,305.5,
Meteor,1,,,2005.0,,305.4,
Meteor,1,,,2003.0,,305.4,
Meteor,1,-72.0,26.0,1988.0,,305.31,
Meteor,1,-76.71667,159.66666999999998,1977.0,,305.3,
Meteor,1,21.1574,58.410680000000006,2006.0,,305.21,
Meteor,1,-83.25,157.0,1999.0,,305.2,
Meteor,1,-76.27516999999999,156.40951,1990.0,,305.1,
Meteor,1,27.38,16.469,2007.0,,305.0,
Meteor,1,30.33333,-5.83333,1999.0,,305.0,
Meteor,1,-76.71667,159.66666999999998,1976.0,,305.0,
Meteor,1,,,2003.0,,305.0,
Meteor,1,,,1997.0,,305.0,
Meteor,1,,,2002.0,,305.0,
Meteor,1,,,2003.0,,305.0,
Meteor,1,18.85002,54.622119999999995,2000.0,,305.0,
Meteor,1,,,2004.0,,305.0,
Meteor,1,0.0,0.0,2012.0,,305.0,
Meteor,1,32.05,-3.03333,,,305.0,
Meteor,1,19.975170000000002,55.95401999999999,2005.0,,304.9,
Meteor,1,-79.68333,155.75,2000.0,,304.8,
Meteor,1,0.0,0.0,2010.0,,304.7,
Meteor,1,-85.16221999999999,-94.57526999999999,1991.0,,304.7,
Meteor,1,-76.28273,157.18088,1987.0,,304.6,
Meteor,1,,,2005.0,,304.4,
Meteor,1,-31.2,138.3,1972.0,,304.3,
Meteor,1,19.81462,56.52998,2007.0,,304.246,
Meteor,1,,,2003.0,,304.0,
Meteor,1,26.87967,16.673170000000002,1998.0,,304.0,
Meteor,1,-30.58517,129.58667,1991.0,,304.0,
Meteor,1,,,1997.0,,304.0,
Meteor,1,29.506390000000003,11.498610000000001,1986.0,,304.0,
Meteor,1,-31.2,138.3,1972.0,,304.0,
Meteor,1,,,2003.0,,303.9,
Meteor,1,-72.0,26.0,1988.0,,303.89,
Meteor,1,-76.90637,156.96454,1984.0,,303.8,
Meteor,1,0.0,0.0,2007.0,,303.4,
Meteor,1,-79.68333,159.75,1996.0,,303.4,
Meteor,1,0.0,0.0,1998.0,,303.38,
Meteor,1,20.94495,57.35585,2002.0,,303.23,
Meteor,1,-72.0,26.0,1988.0,,303.14,
Meteor,1,40.93333,-79.73333000000001,1938.0,,303.0,
Meteor,1,-76.88571999999999,158.61378,1984.0,,303.0,
Meteor,1,29.1405,11.89617,2001.0,,303.0,
Meteor,1,27.12933,16.37283,1996.0,,303.0,
Meteor,1,,,1999.0,,303.0,
Meteor,1,-85.15548000000001,-94.54687,2000.0,,302.9,
Meteor,1,,,2007.0,,302.4,
Meteor,1,-84.0,168.0,1999.0,,302.4,
Meteor,1,-71.5,35.66667,1979.0,,302.2,
Meteor,1,-85.33333,166.5,1985.0,,302.2,
Meteor,1,,,2004.0,,302.1,
Meteor,1,,,,,302.0,
Meteor,1,26.98133,16.50433,1996.0,,302.0,
Meteor,1,,,2001.0,,302.0,
Meteor,1,,,2004.0,,302.0,
Meteor,1,0.0,0.0,2010.0,,302.0,
Meteor,1,,,2000.0,,302.0,
Meteor,1,-84.61429,162.12223999999998,1990.0,,302.0,
Meteor,1,0.0,0.0,2008.0,,302.0,
Meteor,1,-84.61391,162.1441,1990.0,,301.8,
Meteor,1,-76.88238,158.57931000000002,1984.0,,301.6,
Meteor,1,0.0,0.0,2006.0,,301.4,
Meteor,1,0.0,0.0,2012.0,,301.3,
Meteor,1,0.0,35.66667,1974.0,,301.2,
Meteor,1,-71.5,35.66667,1979.0,,301.2,
Meteor,1,29.91667,-5.41667,1998.0,,301.2,
Meteor,1,0.0,0.0,2009.0,,301.1,
Meteor,1,-79.68333,155.75,2000.0,,301.1,
Meteor,1,39.27556,-96.25944,2004.0,,301.0,
Meteor,1,19.69889,55.755,,,301.0,
Meteor,1,,,1997.0,,301.0,
Meteor,1,0.0,0.0,1998.0,,301.0,
Meteor,1,,,2003.0,,301.0,
Meteor,1,-76.2669,156.46047,1990.0,,300.8,
Meteor,1,0.0,0.0,2009.0,,300.8,
Meteor,1,0.0,0.0,2009.0,,300.7,
Meteor,1,19.05003,55.44435,2002.0,,300.56,
Meteor,1,,,2005.0,,300.5,
Meteor,1,-76.18333,157.16666999999998,1987.0,,300.4,
Meteor,1,0.0,0.0,2004.0,,300.0,
Meteor,1,0.0,0.0,2004.0,,300.0,
Meteor,1,30.366670000000003,-5.05,1999.0,,300.0,
Meteor,1,0.0,0.0,2008.0,,300.0,
Meteor,1,19.176,54.876830000000005,1999.0,,300.0,
Meteor,1,0.0,0.0,2011.0,,300.0,
Meteor,1,19.866670000000003,-100.81667,1899.0,,300.0,
Meteor,1,34.08333,-115.78333,1957.0,,300.0,
Meteor,1,-24.683329999999998,-69.76666999999999,2011.0,,300.0,
Meteor,1,29.2705,11.670169999999999,1994.0,,300.0,
Meteor,1,,,1998.0,,300.0,
Meteor,1,18.7888,54.41863000000001,2001.0,,300.0,
Meteor,1,-32.75,-65.28333,1925.0,,300.0,
Meteor,1,,,2001.0,,300.0,
Meteor,1,0.0,0.0,2012.0,,300.0,
Meteor,1,27.33333,-9.33333,1999.0,,300.0,
Meteor,1,0.0,0.0,2011.0,,300.0,
Meteor,1,16.9245,53.785,2005.0,,300.0,
Meteor,1,31.368170000000003,-4.016830000000001,2001.0,,300.0,
Meteor,1,0.0,0.0,2012.0,,300.0,
Meteor,1,28.616670000000003,12.53333,1990.0,,300.0,
Meteor,1,-22.968329999999998,125.36861,1984.0,,300.0,
Meteor,1,,,2003.0,,300.0,
Meteor,1,26.25,82.0,1872.0,,300.0,
Meteor,1,0.0,0.0,2005.0,,300.0,
Meteor,1,,,1997.0,,300.0,
Meteor,1,,,2005.0,,300.0,
Meteor,1,27.188670000000002,16.37583,2000.0,,300.0,
Meteor,1,,,,,300.0,
Meteor,1,0.0,0.0,2005.0,,300.0,
Meteor,1,,,2000.0,,300.0,
Meteor,1,,,2003.0,,300.0,
Meteor,1,-85.66667,175.0,1995.0,,299.9,
Meteor,1,-71.5,35.66667,1979.0,,299.9,
Meteor,1,-86.13479,-123.96556000000001,1991.0,,299.7,
Meteor,1,,,2003.0,,299.7,
Meteor,1,0.0,0.0,2012.0,,299.7,
Meteor,1,,,2002.0,,299.7,
Meteor,1,-71.5,35.66667,1979.0,,299.65,
Meteor,1,20.93667,57.261109999999995,2000.0,,299.2,
Meteor,1,0.0,0.0,2006.0,,299.2,
Meteor,1,-76.2875,157.20389,1983.0,,299.2,
Meteor,1,31.6,65.78333,1959.0,,299.0,
Meteor,1,27.155,16.27883,1996.0,,299.0,
Meteor,1,27.0815,16.148,1996.0,,299.0,
Meteor,1,32.80157,9.8411,2010.0,,299.0,
Meteor,1,38.06667,-102.1,1937.0,,299.0,
Meteor,1,-76.71667,159.66666999999998,1978.0,,299.0,
Meteor,1,27.53817,16.44233,1997.0,,299.0,
Meteor,1,20.47928,56.82898,2006.0,,298.93,
Meteor,1,,,2002.0,,298.7,
Meteor,1,-85.69281,-69.06862,1991.0,,298.7,
Meteor,1,-76.71667,159.66666999999998,1978.0,,298.6,
Meteor,1,-76.18333,157.16666999999998,1987.0,,298.5,
Meteor,1,-71.5,35.66667,1974.0,,298.5,
Meteor,1,18.556729999999998,54.00083000000001,2002.0,,298.27,
Meteor,1,,,2004.0,,298.2,
Meteor,1,0.0,0.0,2012.0,,298.1,
Meteor,1,-72.98361,75.23806,2006.0,,298.0,
Meteor,1,19.97973,56.41405,2005.0,,298.0,
Meteor,1,0.0,0.0,2009.0,,298.0,
Meteor,1,27.111829999999998,16.084329999999998,1997.0,,298.0,
Meteor,1,-24.85,-70.53333,2011.0,,298.0,
Meteor,1,27.51861,3.85722,1991.0,,298.0,
Meteor,1,27.840670000000003,4.31433,2001.0,,298.0,
Meteor,1,,,2000.0,,298.0,
Meteor,1,-84.0,168.0,1999.0,,298.0,
Meteor,1,,,2004.0,,298.0,
Meteor,1,20.33407,56.2037,2010.0,,297.9,
Meteor,1,-72.98778,160.42167,1999.0,,297.8,
Meteor,1,-72.0,26.0,1988.0,,297.75,
Meteor,1,19.28438,55.70356999999999,2003.0,,297.7,
Meteor,1,-71.5,35.66667,1986.0,,297.52,
Meteor,1,-76.90225,156.92287,1984.0,,297.5,
Meteor,1,-71.5,35.66667,1979.0,,297.44,
Meteor,1,,,2004.0,,297.4,
Meteor,1,27.216,16.032329999999998,1997.0,,297.0,
Meteor,1,0.0,0.0,2004.0,,297.0,
Meteor,1,,,2000.0,,297.0,
Meteor,1,,,2003.0,,297.0,
Meteor,1,,,2000.0,,297.0,
Meteor,1,,,2000.0,,297.0,
Meteor,1,-72.0,26.0,1988.0,,296.96,
Meteor,1,-79.68333,155.75,2000.0,,296.8,
Meteor,1,-72.0,26.0,1988.0,,296.44,
Meteor,1,0.0,0.0,1998.0,,296.26,
Meteor,1,0.0,0.0,2007.0,,296.05,
Meteor,1,22.85114,55.14175,2009.0,,296.0,
Meteor,1,18.79307,54.627280000000006,2000.0,,296.0,
Meteor,1,28.95,12.46667,1990.0,,296.0,
Meteor,1,18.33045,54.5268,2000.0,,296.0,
Meteor,1,29.91667,-5.58333,2000.0,,296.0,
Meteor,1,0.0,0.0,2005.0,,296.0,
Meteor,1,,,2007.0,,296.0,
Meteor,1,-24.85,-70.53333,2011.0,,296.0,
Meteor,1,-72.78333,75.30583,2006.0,,296.0,
Meteor,1,21.17277,58.42175,2006.0,,295.83,
Meteor,1,-76.71667,159.66666999999998,1977.0,,295.8,
Meteor,1,,,2004.0,,295.74,
Meteor,1,0.0,0.0,1998.0,,295.7,
Meteor,1,0.0,0.0,2011.0,,295.7,
Meteor,1,0.0,0.0,2010.0,,295.0,
Meteor,1,21.633329999999997,1.81667,1989.0,,295.0,
Meteor,1,0.0,0.0,2008.0,,295.0,
Meteor,1,18.65073,54.69992,2010.0,,295.0,
Meteor,1,-20.366670000000003,130.11667,1974.0,,295.0,
Meteor,1,-30.25,128.8,1977.0,,295.0,
Meteor,1,32.761070000000004,9.86632,2011.0,,295.0,
Meteor,1,0.0,0.0,1998.0,,295.0,
Meteor,1,18.8473,54.53538,2000.0,,295.0,
Meteor,1,27.396,16.114829999999998,1998.0,,295.0,
Meteor,1,,,1999.0,,295.0,
Meteor,1,,,2003.0,,295.0,
Meteor,1,-72.0,26.0,1988.0,,294.9,
Meteor,1,-72.0,26.0,1988.0,,294.85,
Meteor,1,-84.29139,161.51972,1990.0,,294.7,
Meteor,1,0.0,0.0,2008.0,,294.5,
Meteor,1,-72.0,26.0,1988.0,,294.49,
Meteor,1,19.79983,56.467169999999996,2005.0,,294.42,
Meteor,1,,,2003.0,,294.2,
Meteor,1,,,2000.0,,294.0,
Meteor,1,-72.77833000000001,75.31778,2006.0,,294.0,
Meteor,1,-29.75,141.03333,1914.0,,294.0,
Meteor,1,-72.77889,75.3275,2006.0,,294.0,
Meteor,1,-76.71667,159.66666999999998,1977.0,,294.0,
Meteor,1,,,2006.0,,294.0,
Meteor,1,27.152,16.316,1999.0,,294.0,
Meteor,1,-84.21667,160.5,1988.0,,293.9,
Meteor,1,20.043029999999998,56.57788000000001,2005.0,,293.6,
Meteor,1,-76.83027,158.31856000000002,1984.0,,293.6,
Meteor,1,19.74087,55.60467,2011.0,,293.2,
Meteor,1,19.06278,54.56,2000.0,,293.1,
Meteor,1,27.13233,16.068,1996.0,,293.0,
Meteor,1,0.0,0.0,2010.0,,293.0,
Meteor,1,-85.66667,175.0,1995.0,,293.0,
Meteor,1,27.59972,4.90361,1991.0,,293.0,
Meteor,1,,,2002.0,,293.0,
Meteor,1,0.0,0.0,,,293.0,
Meteor,1,27.58333,3.95,1990.0,,293.0,
Meteor,1,0.0,0.0,2010.0,,293.0,
Meteor,1,18.554779999999997,54.042719999999996,2002.0,,292.8,
Meteor,1,,,2006.0,,292.7,
Meteor,1,,,2004.0,,292.4,
Meteor,1,-71.5,35.66667,1979.0,,292.26,
Meteor,1,0.0,0.0,2011.0,,292.0,
Meteor,1,27.550279999999997,3.9980599999999997,1992.0,,292.0,
Meteor,1,,,1999.0,,292.0,
Meteor,1,32.133333,-82.983333,2003.0,,292.0,
Meteor,1,,,2001.0,,292.0,
Meteor,1,28.639670000000002,12.71433,1994.0,,292.0,
Meteor,1,-80.06667,156.38333,1988.0,,292.0,
Meteor,1,,,2000.0,,292.0,
Meteor,1,,,1997.0,,292.0,
Meteor,1,27.7,4.45,2002.0,,292.0,
Meteor,1,,,,,292.0,
Meteor,1,,,2002.0,,292.0,
Meteor,1,27.578059999999997,4.3691699999999996,1991.0,,292.0,
Meteor,1,29.26806,11.70528,1986.0,,292.0,
Meteor,1,,,2007.0,,291.9,
Meteor,1,0.0,0.0,2006.0,,291.8,
Meteor,1,18.27733,54.25533000000001,2001.0,,291.8,
Meteor,1,-83.25,157.0,1999.0,,291.7,
Meteor,1,-85.66667,175.0,1995.0,,291.6,
Meteor,1,18.888679999999997,55.43785,2009.0,,291.6,
Meteor,1,-76.71667,159.66666999999998,1977.0,,291.5,
Meteor,1,-76.02506,155.91241000000002,1992.0,,291.2,
Meteor,1,21.07556,57.25722,2000.0,,291.2,
Meteor,1,0.0,0.0,2010.0,,291.0,
Meteor,1,-72.78111,75.30611,2006.0,,291.0,
Meteor,1,27.1425,16.0595,1997.0,,291.0,
Meteor,1,19.67417,55.636109999999995,,,291.0,
Meteor,1,,,2004.0,,291.0,
Meteor,1,-85.69911,-68.96781999999999,1991.0,,290.9,
Meteor,1,,,2002.0,,290.9,
Meteor,1,-84.25469,161.39928,1986.0,,290.6,
Meteor,1,23.98333,87.08333,1917.0,,290.4,
Meteor,1,-72.0,26.0,1988.0,,290.34,
Meteor,1,-76.71667,159.66666999999998,1978.0,,290.3,
Meteor,1,21.005779999999998,56.46918,2009.0,,290.3,
Meteor,1,-72.0,26.0,1988.0,,290.11,
Meteor,1,,,2002.0,,290.0,
Meteor,1,27.1835,16.115170000000003,1996.0,,290.0,
Meteor,1,,,2005.0,,290.0,
Meteor,1,27.5,3.83333,1990.0,,290.0,
Meteor,1,0.0,0.0,2008.0,,290.0,
Meteor,1,,,2007.0,,290.0,
Meteor,1,-71.5,35.66667,1979.0,,289.83,
Meteor,1,-79.68333,159.75,1996.0,,289.8,
Meteor,1,-71.56283,36.00517,1999.0,,289.71,
Meteor,1,,,2005.0,,289.7,
Meteor,1,20.146729999999998,55.70975,2010.0,,289.6,
Meteor,1,,,2002.0,,289.5,
Meteor,1,0.0,0.0,2003.0,,289.1,
Meteor,1,,,2007.0,,289.0,
Meteor,1,,,1997.0,,289.0,
Meteor,1,-24.85,-70.53333,2011.0,,289.0,
Meteor,1,,,2004.0,,289.0,
Meteor,1,,,2002.0,,289.0,
Meteor,1,0.0,0.0,2006.0,,289.0,
Meteor,1,27.11117,16.084329999999998,1997.0,,289.0,
Meteor,1,,,2003.0,,289.0,
Meteor,1,,,2003.0,,289.0,
Meteor,1,,,2005.0,,289.0,
Meteor,1,,,2001.0,,289.0,
Meteor,1,18.702920000000002,54.36708,2001.0,,289.0,
Meteor,1,19.82838,56.44243,2005.0,,288.51,
Meteor,1,-84.26666999999999,161.5,1997.0,,288.5,
Meteor,1,28.8525,13.4835,1997.0,,288.46,
Meteor,1,-72.0,26.0,1987.0,,288.38,
Meteor,1,,,2003.0,,288.3,
Meteor,1,-71.5,35.66667,1979.0,,288.26,
Meteor,1,,,2003.0,,288.2,
Meteor,1,,,2004.0,,288.2,
Meteor,1,-76.28778,157.20443999999998,1983.0,,288.1,
Meteor,1,-71.5,35.66667,1979.0,,288.1,
Meteor,1,-76.71667,159.66666999999998,1977.0,,288.1,
Meteor,1,,,1998.0,,288.06,
Meteor,1,-85.16516999999999,-94.57335,2000.0,,288.0,
Meteor,1,0.0,0.0,2007.0,,288.0,
Meteor,1,27.163059999999998,16.00444,1999.0,,288.0,
Meteor,1,34.08333,-103.48333000000001,1989.0,,288.0,
Meteor,1,13.5,-0.68333,1972.0,,288.0,
Meteor,1,28.575670000000002,13.311829999999999,1995.0,,288.0,
Meteor,1,0.0,0.0,2011.0,,288.0,
Meteor,1,0.0,0.0,2010.0,,288.0,
Meteor,1,-76.71667,159.66666999999998,1977.0,,288.0,
Meteor,1,,,1997.0,,288.0,
Meteor,1,,,2008.0,,288.0,
Meteor,1,,,2003.0,,288.0,
Meteor,1,18.328329999999998,54.19333,2000.0,,288.0,
Meteor,1,-83.25,157.0,1999.0,,287.6,
Meteor,1,,,2001.0,,287.5,
Meteor,1,19.60557,56.42851999999999,2007.0,,287.487,
Meteor,1,40.26667,-118.93333,1999.0,,287.44,
Meteor,1,-76.29167,157.2225,1979.0,,287.3,
Meteor,1,27.133,16.0395,1996.0,,287.0,
Meteor,1,27.2585,16.09233,1999.0,,287.0,
Meteor,1,27.73333,4.16667,1990.0,,287.0,
Meteor,1,27.133329999999997,0.2,1990.0,,287.0,
Meteor,1,27.092,16.3,1995.0,,287.0,
Meteor,1,,,2002.0,,287.0,
Meteor,1,0.0,0.0,2009.0,,287.0,
Meteor,1,,,2003.0,,287.0,
Meteor,1,52.833330000000004,13.933329999999998,1950.0,,287.0,
Meteor,1,0.0,0.0,2009.0,,286.9,
Meteor,1,-71.5,35.66667,1979.0,,286.9,
Meteor,1,-76.89721999999999,156.8853,1984.0,,286.8,
Meteor,1,-71.5,35.66667,1979.0,,286.8,
Meteor,1,-84.0,168.0,2002.0,,286.6,
Meteor,1,-76.26862,156.52022,1987.0,,286.5,
Meteor,1,20.100170000000002,56.83775,2002.0,,286.4100000000001,
Meteor,1,21.08908,57.27265,2001.0,,286.1,
Meteor,1,0.0,0.0,2006.0,,286.1,
Meteor,1,29.91667,-5.41667,1998.0,,286.0,
Meteor,1,,,2002.0,,286.0,
Meteor,1,0.0,0.0,2002.0,,286.0,
Meteor,1,18.185,55.11,2000.0,,286.0,
Meteor,1,27.133329999999997,16.116670000000003,2000.0,,286.0,
Meteor,1,0.0,0.0,2009.0,,286.0,
Meteor,1,-84.26265,161.44965,1993.0,,285.9,
Meteor,1,-84.63031,162.00225,1993.0,,285.9,
Meteor,1,-84.62371999999999,161.90451000000002,1993.0,,285.9,
Meteor,1,-72.0,26.0,1987.0,,285.83,
Meteor,1,,,2001.0,,285.7,
Meteor,1,-85.67402,-68.1909,1982.0,,285.6,
Meteor,1,-72.0,26.0,1988.0,,285.52,
Meteor,1,-72.79028000000001,75.295,2003.0,,285.3,
Meteor,1,0.0,0.0,2007.0,,285.2,
Meteor,1,0.0,0.0,2006.0,,285.0,
Meteor,1,,,2002.0,,285.0,
Meteor,1,,,2000.0,,285.0,
Meteor,1,0.0,0.0,2006.0,,285.0,
Meteor,1,27.3445,16.3025,1998.0,,285.0,
Meteor,1,0.0,0.0,2006.0,,285.0,
Meteor,1,,,2006.0,,285.0,
Meteor,1,-76.76805999999999,159.33944,1983.0,,285.0,
Meteor,1,27.1025,16.134,1997.0,,285.0,
Meteor,1,,,2006.0,,285.0,
Meteor,1,-71.5,35.66667,1979.0,,284.98,
Meteor,1,-76.18333,157.16666999999998,1996.0,,284.9,
Meteor,1,20.96595,57.32455,2002.0,,284.83,
Meteor,1,19.74868,56.320080000000004,2009.0,,284.6,
Meteor,1,,,2002.0,,284.5,
Meteor,1,0.0,0.0,2009.0,,284.3,
Meteor,1,25.45861,-0.13806,1992.0,,284.0,
Meteor,1,-30.4,127.43333,1980.0,,284.0,
Meteor,1,-84.0,168.0,1999.0,,284.0,
Meteor,1,,,2000.0,,284.0,
Meteor,1,,,2004.0,,284.0,
Meteor,1,,,2000.0,,284.0,
Meteor,1,-30.60267,129.57528,1991.0,,284.0,
Meteor,1,19.10742,54.8195,2001.0,,284.0,
Meteor,1,19.676779999999997,56.603919999999995,2007.0,,283.604,
Meteor,1,-71.5,35.66667,1979.0,,283.55,
Meteor,1,-37.31667,139.85,1962.0,,283.5,
Meteor,1,,,2005.0,,283.4,
Meteor,1,42.86083,-73.95028,1968.0,,283.3,
Meteor,1,-77.0238,157.01072,1984.0,,283.3,
Meteor,1,0.0,0.0,1998.0,,283.1600000000001,
Meteor,1,-71.5,35.66667,1979.0,,283.11,
Meteor,1,-71.5,35.66667,1979.0,,283.1,
Meteor,1,,,2006.0,,283.1,
Meteor,1,18.2209,54.70118000000001,2001.0,,283.0,
Meteor,1,,,1997.0,,283.0,
Meteor,1,,,2004.0,,283.0,
Meteor,1,18.718629999999997,54.37951999999999,2001.0,,283.0,
Meteor,1,18.816670000000002,54.261669999999995,2001.0,,283.0,
Meteor,1,27.6,4.41667,1989.0,,283.0,
Meteor,1,-85.09565,-65.43677,1991.0,,282.4,
Meteor,1,,,2003.0,,282.4,
Meteor,1,-72.77861,75.33166999999999,2003.0,,282.4,
Meteor,1,,,2007.0,,282.3,
Meteor,1,-76.27583,157.19555,1983.0,,282.3,
Meteor,1,-72.82111,75.42166999999999,1999.0,,282.2,
Meteor,1,-84.0,168.0,1999.0,,282.1,
Meteor,1,-76.29722,157.23333,1983.0,,282.1,
Meteor,1,,,2001.0,,282.0,
Meteor,1,,,2002.0,,282.0,
Meteor,1,,,2003.0,,282.0,
Meteor,1,-76.71667,159.66666999999998,1988.0,,282.0,
Meteor,1,-24.85,-70.53333,2011.0,,282.0,
Meteor,1,-31.01667,-71.4,1956.0,,282.0,
Meteor,1,27.104670000000002,16.011670000000002,1996.0,,282.0,
Meteor,1,0.0,0.0,2008.0,,281.7,
Meteor,1,40.05,-102.2,1936.0,,281.7,
Meteor,1,,,2004.0,,281.6,
Meteor,1,-71.5,35.66667,1979.0,,281.6,
Meteor,1,-85.16469000000001,-94.65111,1982.0,,281.6,
Meteor,1,-85.66667,175.0,1995.0,,281.5,
Meteor,1,0.0,0.0,2009.0,,281.5,
Meteor,1,,,2002.0,,281.4,
Meteor,1,19.332629999999998,54.77822,2003.0,,281.1,
Meteor,1,,,2002.0,,281.0,
Meteor,1,27.0555,16.136,1997.0,,281.0,
Meteor,1,27.15233,16.26717,1996.0,,281.0,
Meteor,1,,,2008.0,,281.0,
Meteor,1,27.51667,4.066669999999999,1989.0,,281.0,
Meteor,1,18.76427,54.23325,2001.0,,281.0,
Meteor,1,27.12783,15.97117,1995.0,,281.0,
Meteor,1,18.71167,54.653330000000004,2001.0,,281.0,
Meteor,1,,,2002.0,,281.0,
Meteor,1,19.734720000000003,56.455580000000005,2007.0,,280.972,
Meteor,1,-76.70558,158.77587,2006.0,,280.9,
Meteor,1,-76.69917,159.35778,1979.0,,280.8,
Meteor,1,-72.0,26.0,1988.0,,280.77,
Meteor,1,-76.71667,159.66666999999998,1978.0,,280.6,
Meteor,1,-72.0,26.0,1988.0,,280.55,
Meteor,1,0.0,0.0,2003.0,,280.5,
Meteor,1,-76.26709,156.49726,1990.0,,280.4,
Meteor,1,0.0,0.0,2009.0,,280.4,
